CLOSED DATE,OPEID,SCHOOL NAME                                                        ,LOCATION                                                       ,ADDRESS                                                       ,CITY          ,STATE,ZIP CODE,COUNTRY (FOREIGN)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
3/31/92,2495900,MR JS HAIR ACADEMY,MR JS HAIR ACADEMY,2045 NORTH WASHINGTON STREET,INDIANAPOLIS,IN,46222,
3/31/92,2495902,MR JS HAIR ACADEMY,BRANCH FORMERLY: SOUTHLAKE BARBER ACDMY,2045 W WASHINGTON ST,INDIANAPOLIS,IN,46222,
3/31/92,2532001,MONTES ACADEMY OF COSMETOLOGY #2,BRANCH CAMPUS LOCATION,2703 MANCOS BLVD,CORTEZ,CO,81321,
3/31/92,2546800,MTA SCHOOL RESIDENT SCHOOL,MTA SCHOOL RESIDENT SCHOOL,15 SPRAGUE ROAD,SOUTH CHARLESTON,OH,45368,
3/31/92,2547000,MTA RESIDENT SCHOOL,MTA RESIDENT SCHOOL,1155 HIGHWAY 66 SOUTH,KERNERSVILLE,NC,27284-0000,
3/31/92,2547002,MTA RESIDENT SCHOOL,MTA RESIDENT SCHOOL,1061 BOULDER ROAD,GREENSBORO,NC,27410-0000,
3/31/92,2603400,IVANHOE INSTITUTE,IVANHOE INSTITUTE,244 CENTER ROAD SUITE 101,MONROEVILLE,PA,15146,
3/31/92,3067100,MTA SCHOOL,MTA SCHOOL,723 CALISEUM ROAD,SAN ANTONIO,TX,78219,
3/31/93,948207,MANSFIELD BUSINESS COLLEGE,BRANCH CAMPUS,4025 E BELKNAP,FT WORTH,TX,76111,
3/31/93,948214,MANSFIELD BUSINESS COLLEGE,BRANCH CAMPUS,6101 MONTANA,EL PASA,TX,79925,
3/31/93,948216,MANSFIELD BUSINESS COLLEGE,BRANCH CAMPUS,714 NORTH WATSON ROAD SUITE 300,ARLINGTON,TX,76011,
3/31/93,965900,KENMAR BEAUTY ACADEMY,KENMAR BEAUTY ACADEMY,400 MARKET AVENUE NORTH,CANTON,OH,44702,
3/31/93,1055800,DEBBIE'S SCHOOL OF BEAUTY CULTURE,DEBBIE'S SCHOOL OF BEAUTY CULTURE,11034 S MICHIGAN AVE,CHICAGO,IL,60628,
3/31/93,2061200,CORONA COLLEGE OF COSMETOLOGY,CORONA COLLEGE OF COSMETOLOGY,1307 WEST 6TH STREET SUITE 132,CORONA,CA,91720,
3/31/93,2347215,BRANELL INSTITUTE,BRANCH LOCATION,CHARLOTTE CORRECTIONAL INST,PUNTA GORDA,FL,33955,
3/31/93,2347217,BRANELL INSTITUTE,BRANCH CAMPUS,DESOTO CORRECTIONAL INST,ARCADIA,FL,33821,
3/31/93,2574100,WALKER INSTITUTE OF BUSINESS AND TECHNOLOGY,WALKER INSTITUTE OF BUSINESS AND TECHNOLOGY,2222 POYDRAS STREET,NEW ORLEANS,LA,70119,
3/31/93,2599600,MANSFIELD BUSINESS SCHOOL,MANSFIELD BUSINESS SCHOOL,4025 E BELKNAP ST,FT WORTH,TX,76111,
3/31/93,2599602,MANSFIELD BUSINESS SCHOOL,BRANCH CAMPUS,6101 MONTANA AVE,EL PASO,TX,77076,
3/31/94,106504,UNIVERSITY OF ALASKA SOUTHEAST,UNIVERSITY OF ALASKA SOUTHEAST - ADAK EDUCATION CENTER,ADAK PSC 486 NAVAL AIR STATION,INTRA-ALASKA FPO-AP,AK,96506-1336,
3/31/94,459400,DETROIT BUSINESS INSTITUTE SOUTHFIELD,DETROIT BUSINESS INSTITUTE SOUTHFIELD,21700 NORTHWESTERN HIGHWAY SUITE 515,SOUTHFIELD,MI,48075,
3/31/94,1185801,EVEREST COLLEGE,NATIONAL INSTITUTE OF TECHNOLOGY - NATIONAL INSTITUTE OF TECH CAMPUS,NATIONAL EDUCATION CENTER 1302 NORTH 4TH STREET,SAN JOSE,CA,95112,
3/31/94,2281100,OMAHA COLLEGE OF BUSINESS,OMAHA COLLEGE OF BUSINESS,1052 PARK AVE,OMAHA,NE,68105,
3/31/94,2566700,SHERRILL'S ACADEMY OF HAIR STYLING,SHERRILL'S ACADEMY OF HAIR STYLING,3421 MURCHISON ROAD,FAYETTEVILLE,NC,28311,
3/31/94,3080400,WESTERN INSTITUTE FOR TRADITIONAL STUDIES,WESTERN INSTITUTE FOR TRADITIONAL STUDIES,361 NORTH LA BREA AVENUE,LOS ANGELES,CA,90036,
3/31/95,714900,NEWBERRY SCHOOLS OF BEAUTY,NEWBERRY SCHOOLS OF BEAUTY,9036 WOODMAN AVE,ARLETA,CA,91331,
3/31/95,859800,COLLEGE AMERICA SAN FRANCISCO,COLLEGE AMERICA SAN FRANCISCO,814 MISSION STREET SUITE 300,SAN FRANCISCO,CA,94103,
3/31/95,1042100,NATIONAL EDUCATION CENTER-SAWYER CAMPUS,NATIONAL EDUCATION CENTER-SAWYER CAMPUS,5500 SOUTH EASTERN AVENUE,LOS ANGELES,CA,90040,
3/31/95,1266400,GENEVA ACADAMY OF BARBER STYLING & BEAUTY CULTURE,GENEVA ACADAMY OF BARBER STYLING & BEAUTY CULTURE,520 BROAD ST (SCHOOL CLOSED),LAKE GENEVA,WI,53147,
3/31/95,2089701,HERZING UNIVERSITY,HERZING COLLEGE OF BUSINESS & TECHNOLOGY - MASSEY INSTITUTE,5299 ROSWELL ROAD,ATLANTA,GA,30342,
3/31/95,2089702,HERZING UNIVERSITY,HERZING COLLEGE OF BUSINESS & TECHNOLOGY - FACILITY AT,CENTRAL CORRECTIONAL INSTITUTE 4600 FULTON MILL ROAD,MACON,GA,31213,
3/31/95,2089704,HERZING UNIVERSITY,HERZING COLLEGE OF BUSINESS & TECHNOLOGY - MIDDLE,GEORGIA CORRECTIONAL INSTITUTE,HARDWICK,GA,31034,
3/31/95,2089705,HERZING UNIVERSITY,HERZING COLLEGE OF BUSINESS & TECHNOLOGY - FACILITY/GEORGIA WOMEN'S CI,PO BOX 218,HARDWICK,GA,31034,
3/31/95,2089706,HERZING UNIVERSITY,HERZING COLLEGE OF BUSINESS & TECHNOLOGY - RUTLEDGE CORRECTIONAL INST.,7175 MANOR ROAD,COLUMBUS,GA,31907,
3/31/95,2089707,HERZING UNIVERSITY,HERZING COLLEGE OF BUSINESS & TECHNOLOGY - METRO CORRECTIONAL UNIT,1301 CONSTITUTION ROAD,ATLANTA,GA,30316,
3/31/95,2312600,ALADDIN BEAUTY COLLEGE #27,ALADDIN BEAUTY COLLEGE #27,8702 SPRING VALLEY SUITE 1702,DALLAS,TX,75240,
3/31/95,2336902,ALPHA BEAUTY SCHOOL,ALPHA BEAUTY SCHOOL,653 NORTH CHURCH STREET,SPARTANBURG,SC,29301,
3/31/95,2537600,BILL HILLS COLLEGE OF COSMETOLOGY,BILL HILLS COLLEGE OF COSMETOLOGY,620 EAST KIMBERLY ROAD,DAVENPORT,IA,52807,
3/31/95,2557500,AMERICAN EDUCATION CENTERS,AMERICAN EDUCATION CENTERS,26075 WOODWARD AVENUE,HUNTINGTON WOODS,MI,48070,
3/31/95,3051200,SHAWNEE SCHOOL OF COSMETOLOGY,SHAWNEE SCHOOL OF COSMETOLOGY,400 EAST HIGHLAND,SHAWNEE,OK,74801,
3/31/96,2108000,NEW WORLD COLLEGE,NEW WORLD COLLEGE,1031 NOBLE STREET,ANNISTON,AL,36201,
3/31/96,2533000,WESTERN BUSINESS INSTITUTE,WESTERN BUSINESS INSTITUTE,3200 NORTH WHITE SANDS BOULEVARD,ALAMOGORDO,NM,88310,
3/31/97,130205,SAINT MARY'S COLLEGE OF CALIFORNIA,SAINT MARY'S COLLEGE OF CALIFORNIA - MERCY GENERAL HOSPITAL,4001 J STREET ROOM 2,SACRAMENTO,CA,92509-3600,
3/31/97,301006,ANTIOCH UNIVERSITY,ANTIOCH UNIVERSITY - TULALIP TRIBES,6700 TOTEM BEACH ROAD,MARYSVILLE,WA,98271-9715,
3/31/97,2344600,ECHOLS INTERNATIONAL TRAVEL AND HOTEL SCHOOLS,ECHOLS INTERNATIONAL TRAVEL AND HOTEL SCHOOLS,676 NORTH SAINT CLAIRE STREET SUITE 1950,CHICAGO,IL,60611,
3/31/98,520304,REMINGTON COLLEGE - LAFAYETTE CAMPUS,REMINGTON COLLEGE,7601 SCOUT HAMILTON,LITTLE ROCK,AR,72209,
3/31/98,1018201,ROGUE COMMUNITY COLLEGE,ROGUE COMMUNITY COLLEGE - JACKSON COUNTY CENTER,535 NORTH MAIN,PHOENIX,OR,97525-0000,
3/31/98,2215700,ARTISTIC SCHOOL OF HAIR DESIGN,ARTISTIC SCHOOL OF HAIR DESIGN,130 SOUTHEAST K STREET,GRANTS PASS,OR,97526-3120,
3/31/98,2215701,ARTISTIC SCHOOL OF HAIR DESIGN,ARTISTIC SCHOOL OF HAIR DESIGN,2370 JACKSONVILLE HIGHWAY,MEDFORD,OR,97501-0000,
3/31/98,2599100,REMINGTON COLLEGE,REMINGTON COLLEGE,7601 SCOTT HAMILTON DRIVE,LITTLE ROCK,AR,72209-3171,
3/31/98,2599102,REMINGTON COLLEGE,REMINGTON COLLEGE,3448 NORTH COLLEGE STREET,FAYETTEVILLE,AR,72703-5105,
3/31/98,2614903,SANFORD-BROWN INSTITUTE,ULTRASOUND DIAGNOSTIC SCHOOL - MARLBOROUGH,33 BOSTON POST ROAD WEST,MARLBOROUGH,MA,01752-1867,
3/31/98,3025300,ACADEMY FOR CAREER EDUCATION,ACADEMY FOR CAREER EDUCATION,55-05 MYRTLE AVENUE,RIDGEWOOD,NY,11385-3550,
3/31/99,1151700,AMERICAN CAREER COLLEGE,AMERICAN CAREER COLLEGE,2200 25TH AVENUE,GULFPORT,MS,39501-4598,
3/31/99,2121400,OCEAN STATE BUSINESS INSTITUTE,OCEAN STATE BUSINESS INSTITUTE,140 POINT JUDITH RD UNIT 3A,NARRAGANSETT,RI,02882-3451,
3/31/99,2204700,MARIN BEAUTY COLLEGE,MARIN BEAUTY COLLEGE,827 4TH STREET,SAN RAFAEL,CA,94901-3223,
3/31/99,2356500,AMERICAN BEAUTY ACADEMY,AMERICAN BEAUTY ACADEMY,2440 22ND STREET,GULFPORT,MS,39501-4647,
3/31/00,248012,LINDENWOOD UNIVERSITY,LINDENWOOD UNIVERSITY - SYNERGY CENTER,5988 MID RIVERS MALL DRIVE,SAINT PETERS,MO,63376-7119,
3/31/00,248018,LINDENWOOD UNIVERSITY,LINDENWOOD UNIVERSITY - G.T.E. TELECOMMUNICATIONS OPERATIONS,1000 GTE DRIVE,WENTZVILLE,MO,63385-1941,
3/31/00,660200,ST. JOSEPH HOSPITAL SCHOOL OF NURSING,ST. JOSEPH HOSPITAL SCHOOL OF NURSING,1003 MONROE AVENUE,MEMPHIS,TN,38104-3104,
3/31/00,1101900,EMPIRE BEAUTY SCHOOL,EMPIRE BEAUTY SCHOOL,60 CENTRE SQUARE,EASTON,PA,18042-3632,
3/31/00,3104100,CUTTER'S CORNER ACADEMY,CUTTER'S CORNER ACADEMY,3606 WEST ANDREW JOHNSON HIGHWAY,MORRISTOWN,TN,37814-3600,
3/31/01,224343,CENTRAL MICHIGAN UNIVERSITY,CENTRAL MICHIGAN UNIVERSITY - EAST REGIONAL OFFICE-COHORTS,5870 TRINITY PARKWAY SUITE 120,CENTREVILLE,VA,20120-1215,
3/31/01,3014404,SOUTHERN CALIFORNIA INTERNATIONAL COLLEGE,SOUTHERN CALIFORNIA INTERNATIONAL COLLEGE,595 WEST LAMBERT ROAD,BREA,CA,91764-3924,
3/31/03,224317,CENTRAL MICHIGAN UNIVERSITY,CENTRAL MICHIGAN UNIVERSITY - NAVAL STATION MAYPORT,BUILDING 460,NS MAYPORT,FL,32228-0000,
3/31/04,115022,CALIFORNIA STATE UNIVERSITY - SACRAMENTO,CALIFORNIA STATE UNIVERSITY - SACRAMENTO - PATWIN ELEMENTARY SCHOOL,2222 SHASTA DRIVE,DAVIS,CA,95616-6634,
3/31/04,2166432,INSTITUTO DE BANCA Y COMERCIO,INSTITUTO DE BANCA Y COMERCIO - YABUCOA, CRISTOBAL COLON ST. #48,YABUCOA,PR,00767-3329,
3/31/04,3501300,MINNESOTA INSTITUTE OF TECHNOLOGIES,MINNESOTA INSTITUTE OF TECHNOLOGIES,7300 FRANCE AVENUE SUITE 100,EDINA,MN,55435-4541,
3/31/05,130210,SAINT MARY'S COLLEGE OF CALIFORNIA,SAINT MARY'S COLLEGE OF CALIFORNIA - ALAN TEMPLE BAPTIST CHURCH SITE,8501 INTERNATIONAL BOULEVARD,OAKLAND,CA,94621-1549,
3/31/06,130211,SAINT MARY'S COLLEGE OF CALIFORNIA,SAINT MARY'S COLLEGE OF CALIFORNIA - FAIRFIELD EDUCATION CENTER,320 CAMPUS LANE SUITE D FAIRFIELD CORP. COMMONS,FAIRFIELD,CA,94533-0000,
3/31/06,224329,CENTRAL MICHIGAN UNIVERSITY,CENTRAL MICHIGAN UNIVERSITY - KANSAS CITY CTR DUPLICATE SEE NUMBER 46,6700 CORPORATE DRIVE SUITE 250 LAKESIDE PLAZA,KANSAS CITY,MO,64120-0000,
3/31/06,224346,CENTRAL MICHIGAN UNIVERSITY,CENTRAL MICHIGAN UNIVERSITY - KANSAS CTY NORTH CTR/WEST REGION/COHORTS,TIFFANY CENTER 1 SUITE 200 10100 NW EXECUTIVE HILLS BOULEVARD,KANSAS CITY,MO,64153-0000,
3/31/06,224347,CENTRAL MICHIGAN UNIVERSITY,CENTRAL MICHIGAN UNIVERSITY - KANSAS CITY SOUTH CENTER,8080 WARD PARKWAY SUITE 110,KANSAS CITY,MO,64114-0000,
3/31/06,1083602,PIVOT POINT ACADEMY,PIVOT POINT INTERNATIONAL COSMETOLOGY RESEARCH CENTER - HUNTSVILLE,8215 STEPHANIE DRIVE,HUNTSVILLE,AL,35802-3022,
3/31/07,115007,CALIFORNIA STATE UNIVERSITY - SACRAMENTO,CALIFORNIA STATE UNIVERSITY - SACRAMENTO - LODI UNIFIED SCHOOL DIST.,1305 EAST VINE STREET,LODI,CA,95240-3148,
3/31/07,206201,BOWIE STATE UNIVERSITY,BOWIE STATE UNIVERSITY - ANDREWS AIR FORCE BASE DEGREE CENTER,ANDREWS AIR FORCE BASE DEGREE CENTE ARKANSAS ROAD BLDG 1413 ROOM 110,CAMP SPRINGS,MD,20762-2415,
3/31/07,2059400,INTERNATIONAL BEAUTY ACADEMY,INTERNATIONAL BEAUTY ACADEMY,5707 NORTH ACADEMY BLVD,COLORADO SPRINGS,CO,80918-3684,
3/31/07,2113607,AMERICAN INTERCONTINENTAL UNIVERSITY,AMERICAN INTERCONTINENTAL UNIVERSITY - LONG BEACH,4700 AIRPORT PLAZA DRIVE,LONG BEACH,CA,90815-1252,
3/31/07,2181300,LONG TECHNICAL COLLEGE,LONG TECHNICAL COLLEGE,4646 EAST VAN BUREN STREEET SUITE 350,PHOENIX,AZ,85008-6915,
3/31/07,4012700,KATH. HOCHSCHULE FUR KIRCHENMUSIK ST. GREGORIUS AACHEN,KATH. HOCHSCHULE FUR KIRCHENMUSIK ST. GREGORIUS AACHEN,WEYHESTR. 16,AACHEN,,,GERMANY
3/31/08,224342,CENTRAL MICHIGAN UNIVERSITY,CENTRAL MICHIGAN UNIVERSITY - CENTREVILLE CENTER AND COHORTS,5870 TRINITY PARKWAY SUITE 120,CENTREVILLE,VA,20120-1215,
3/31/08,304308,CHANCELLOR UNIVERSITY,DAVID N MYERS UNIVERSITY -  MIDTOWN,3813 EUCLID AVENUE,CLEVELAND,OH,44115-1096,
3/31/08,343602,LIMESTONE COLLEGE,LIMESTONE COLLEGE - SPARTANBURG,MONTGOMERY BUILDING 187 N. CHURCH STREET STE. 102,SPARTANBURG,SC,29304-5581,
3/31/08,343603,LIMESTONE COLLEGE,LIMESTONE COLLEGE - GREENVILLE,33 VILLA ROAD SUITE 100,GREENVILLE,SC,29615-3037,
3/31/09,2098802,UNIVERSITY OF PHOENIX,UNIVERSITY OF PHOENIX - AURORA SATELLITE CAMPUS,3151 SOUTH VAUGHN WAY SUITE 100,AURORA,CO,80014-3517,
3/31/09,2338510,GLENDALE CAREER COLLEGE,GLENDALE CAREER COLLEGE - OCEANSIDE,2204 EL CAMINO REAL SUITE 315,OCEANSIDE,CA,92054-4593,
3/31/09,2540801,GLOBE INSTITUTE OF TECHNOLOGY,GLOBE INSTITUTE OF TECHNOLOGY,5 BEEKMAN STREET SUITE 501,NEW YORK,NY,10038,
3/31/09,2540802,GLOBE INSTITUTE OF TECHNOLOGY,GLOBE INSTITUTE OF TECHNOLOGY -,42 BROADWAY 22ND FLOOR,NEW YORK,NY,10004-1638,
3/31/09,2540803,GLOBE INSTITUTE OF TECHNOLOGY,GLOBE INSTITUTE OF TECHNOLOGY -,2522 ARTHUR AVENUE,BRONX,NY,10458-6006,
3/31/09,2540804,GLOBE INSTITUTE OF TECHNOLOGY,GLOBE INSTITUTE OF TECHNOLOGY -,50 MELNICK DRIVE,MONSEY,NY,10952-3328,
3/31/09,2540805,GLOBE INSTITUTE OF TECHNOLOGY,GLOBE INSTITUTE OF TECHNOLOGY -,1866 86TH STREET,BROOKLYN,NY,11214-3107,
3/31/09,2540806,GLOBE INSTITUTE OF TECHNOLOGY,GLOBE INSTITUTE OF TECHNOLOGY -,25 ROBERT PITT DRIVE,MONSEY,NY,10952-3365,
3/31/09,2540807,GLOBE INSTITUTE OF TECHNOLOGY,GLOBE INSTITUTE OF TECHNOLOGY -,10616 70TH AVENUE,FOREST HILLS,NY,11375-4253,
3/31/09,2540808,GLOBE INSTITUTE OF TECHNOLOGY,GLOBE INSTITUTE OF TECHNOLOGY -,782 PELHAM PARKWAY,SOUTH BRONX,NY,10462-1142,
3/31/09,2540809,GLOBE INSTITUTE OF TECHNOLOGY,GLOBE INSTITUTE OF TECHNOLOGY -,2437 SOUTHERN BOULEVARD,BRONX,NY,10458-6501,
3/31/10,224335,CENTRAL MICHIGAN UNIVERSITY,CENTRAL MICHIGAN UNIVERSITY - GRAND FORKS AIR FORCE BASE CENTER,319 MSS/DPE 344 6TH AVENUE,GRAND FORKS AFB,ND,58205-0000,
3/31/10,905860,BETHEL UNIVERSITY,BETHEL UNIVERSITY - SITE 060,CROSSROADS COLLEGE 920 MAYOWOOD ROAD SW,ROCHESTER,MN,55902-2382,
3/31/10,3574400,CORTIVA INSTITUTE - SOMERSET SCHOOL OF MASSAGE THERAPY,CORTIVA INSTITUTE - SOMERSET SCHOOL OF MASSAGE THERAPY,180 CENTENNIAL AVENUE,PISCATAWAY,NJ,08854-3908,
3/31/10,4128500,SOUTHERN CATHOLIC COLLEGE,SOUTHERN CATHOLIC COLLEGE,330 SOUTHERN CATHOLIC DRIVE,DAWSONVILLE,GA,30534-3111,
3/31/11,3923301,PRECISION MANUFACTURING INSTITUTE,PRECISION MANUFACTURING INSTITUTE - SHENANGO VALLEY,892 DOCK STREET,SHARON,PA,16146-1990,
3/31/12,2326801,MERIDIAN COLLEGE,MERIDIAN CAREER INSTITUTE -,9503   PRINCESS PALM AVENUE,TAMPA,FL,33619-1378,
3/31/12,2586003,INFINITY CAREER COLLEGE,INFINITY CAREER COLLEGE - GREENWOOD,502 HOWARD STREET,GREENWOOD,MS,38930-4340,
3/31/12,3091100,ACT COLLEGE,ACT COLLEGE,1400 KEY BOULEVARD SUITE 100,ARLINGTON,VA,22209-2297,
3/31/12,3091101,ACT COLLEGE,ACT COLLEGE - ALEXANDRIA,6118 FRANCONIA ROAD SUITE 200,ALEXANDRIA,VA,22310-2565,
3/31/12,3091102,ACT COLLEGE,ACT COLLEGE - MANASSAS,8870 RIXLEW LANE SUITE 201,MANASSAS,VA,20109-3795,
3/31/12,3804401,MEDTECH INSTITUTE,MEDTECH INSTITUTE- MORROW,1396 SOUTHLAKE PLAZA DRIVE,MORROW,GA,30260-1756,
3/31/12,4135200,NORTHWEST AVIATION COLLEGE,NORTHWEST AVIATION COLLEGE,506 23RD STREET NORTH EAST,AUBURN,WA,98002-1609,
4/1/86,449300,SIERRA COLLEGE OF BUSINESS,SIERRA COLLEGE OF BUSINESS,225 WEST 8TH STREET,LOS ANGELES,CA,90014,
4/1/88,2072402,PLAZA THREE ACADEMY,BRANCH CAMPUS,973 MARKET ST,SAN FRANCISCO,CA,94103,
4/1/89,223200,CENTRAL NEW ENGLAND COLLEGE,CENTRAL NEW ENGLAND COLLEGE,768 MAIN STREET,WORCESTER,MA,1610,
4/1/89,1226201,USA TRAINING ACADEMY HOME STUDY,RESIDENT TRAINING SITE,2721 THOMPSON LN,CLARKSVILLE,TN,37040,
4/1/90,1290900,MTD COLLEGE,MTD COLLEGE,2148 BROADWAY,OAKLAND,CA,94612,
4/1/90,2196609,SOUTHERN TECHNICAL COLLEGE,SOUTHERN TECHNICAL COLLEGE,6753 W CHARLESTON BOULEVARD,LAS VEGAS,NV,89102-0000,
4/1/91,906400,HOLBROOK BUSINESS COLLEGE,HOLBROOK BUSINESS COLLEGE,220 RUSKIN DR,COLORADO SPRINGS,CO,80910,
4/1/91,2214400,ODESSAS COLLEGE OF BEAUTY CULTURE,ODESSAS COLLEGE OF BEAUTY CULTURE,2620 WEST 5TH AVENUE,GARY,IN,46404,
4/1/91,2526402,NATIONAL TRUCK DRIVING SCHOOL,BRANCH CAMPUS,2500 N 24TH ST,PHOENIX,AZ,85008,
4/1/91,2555100,GOLDEN STATE SCHOOL,GOLDEN STATE SCHOOL,3916 S CHESTER AVE,BAKERSFIELD,CA,93307,
4/1/91,2555600,ELECTRONIC TECHNICAL INSTITUTE,ELECTRONIC TECHNICAL INSTITUTE,6625 CALLE EVA MIRANDA,IRWINDALE,CA,91702,
4/1/91,2586700,HIGHLAND BUSINESS COLLEGE,HIGHLAND BUSINESS COLLEGE,TRI COUNTY SQUARE CENTER SUITE 262,CORBIN,KY,40701,
4/1/91,2623900,PBS TRAINING CENTER,PBS TRAINING CENTER,220 SOUTH STATE STREET 10TH FLOOR,CHICAGO,IL,60604,
4/1/92,2356000,NATIONAL TRAINING SERVICE,NATIONAL TRAINING SERVICE,1 SPRUCE AVE BOX 508,KIRKWOOD,NJ,8043,
4/1/92,2360000,CHICAGO TRUCK DRIVING SCHOOL,CHICAGO TRUCK DRIVING SCHOOL,2235 WEST 74TH STREET,CHICAGO,IL,60636,
4/1/93,774400,IOWA SCHOOL OF BEAUTY,IOWA SCHOOL OF BEAUTY,221 NORTH FEDERAL,MASON CITY,IA,50401,
4/1/93,1209401,SOUTHWEST SCHOOL OF MEDICAL ASSISTANTS,BRANCH CAMPUS (FORMERLY 115 N BROADWAY),6851 CITIZEN'S PKWY,SAN ANTONIO,TX,78229,
4/1/93,2188800,SULLIVAN EDUCATIONAL CENTERS,SULLIVAN EDUCATIONAL CENTERS,1001 HARRISON AVENUE,KANSAS CITY,MO,64106,
4/1/93,2499500,AMERICAN TRANSPORTATION EDUCATION CENTERS,AMERICAN TRANSPORTATION EDUCATION CENTERS,7 INDUSTRIAL DRIVE POB 28,CRYSTAL CITY,MO,63019,
4/1/93,2582400,MIDLAND CAREER INSTITUTE,MIDLAND CAREER INSTITUTE,5141 HOHMAN AVENUE,HAMMOND,IN,46320,
4/1/93,2582401,MIDLAND CAREER INSTITUTE,BRANCH CAMPUS LOCATION,1307 SOUTH WABASH,CHICAGO,IL,60605,
4/1/94,2217000,OAKLAND COLLEGE OF COURT REPORTING,OAKLAND COLLEGE OF COURT REPORTING,449 - 15TH STREET,OAKLAND,CA,94612,
4/1/94,2317900,MILADY SCHOOL OF COSMETOLOGY,MILADY SCHOOL OF COSMETOLOGY,1417 FAYETTE STREET,VICKSBURG,MS,39180,
4/1/95,211705,ANNA MARIA COLLEGE,ANNA MARIA COLLEGE - PLYMOUTH SITE,C/O BOSTON EDISON CO. CHILTONVILLE TRAINING CENTER 46 SANDWICH ROAD,PLYMOUTH,MA,2360,
4/1/95,213009,BOSTON UNIVERSITY,BOSTON UNIVERSITY - ROME CAMPUS,VIA DELLA LUNGARA 233,00165 ROME,,,ITALY
4/1/96,2347400,MOORE CAREER COLLEGE,MOORE CAREER COLLEGE,2460 TERRY ROAD,JACKSON,MS,39204,
4/1/96,3081100,INSTITUTO VOCACIONAL CURELZA,INSTITUTO VOCACIONAL CURELZA,POB 617,COROZAL,PR,783,
4/1/98,2578900,ARTISTE SCHOOL OF COSMETOLOGY,ARTISTE SCHOOL OF COSMETOLOGY,608 WEST WALNUT STREET,JOHNSON CITY,TN,37604,
4/1/06,116446,CHAPMAN UNIVERSITY,CHAPMAN UNIVERSITY - TWENTY NINE PALMS ACADEMIC CENTER,BUILDING 1526  X-8 MCAGCC 29,PALMS,CA,92278-0000,
4/1/08,905851,BETHEL UNIVERSITY,BETHEL UNIVERSITY - SITE 051,CRAGUN'S RESORT & HOTEL ON GULL LK 11000 CRAGUNS DRIVE,BRAINERD,MN,56401-2020,
4/1/10,2247205,MEDSPA CAREERS INSTITUTE,MEDSPA CAREERS INSTITUTE - RICHMOND WEST,2809 EMERYWOOD PARKWAY SUITE 302,RICHMOND,VA,23294-3730,
4/1/10,2247206,MEDSPA CAREERS INSTITUTE,MEDSPA CAREERS INSTITUTE - NEWPORT NEWS,1001 OMNI BOULEVARD SUITE 200,NEWPORT NEWS,VA,23606-4215,
4/1/11,3097202,AESTHETICS INSTITUTE OF COSMETOLOGY,AESTHETICS INSTITUTE OF COSMETOLOGY,15958-C SHADY GROVE ROAD,GAITHERSBURG,MD,20877-1305,
4/2/88,2290500,MARYLAND SCHOOL OF HAIR DESIGN,MARYLAND SCHOOL OF HAIR DESIGN,4205 BRANCH AVENUE,MARLOW HEIGHTS,MD,20748,
4/2/90,1135600,INTERNATIONAL TRAINING CENTER,INTERNATIONAL TRAINING CENTER,928 MARKET STREET,PHILADELPHIA,PA,19107,
4/2/90,2088100,INTERNATIONAL TRAINING CENTER (CLOSED),INTERNATIONAL TRAINING CENTER (CLOSED),4725 CHESTNUT STREET,PHILADELPHIA,PA,19139,
4/2/90,2506300,INTERNATIONAL TRAINING CENTER (CLOSED),INTERNATIONAL TRAINING CENTER (CLOSED),D STREET SOUTH OF ERIE AVENUE,PHILADELPHIA,PA,19134,
4/2/90,2554000,INTERNATIONAL TRAINING CENTER (CLOSED),INTERNATIONAL TRAINING CENTER (CLOSED),928 MARKET STREET,PHILADELPHIA,PA,19107,
4/2/90,2554001,INTERNATIONAL TRAINING CENTER (CLOSED),PHILADELPHIA SCHOOL OF ADVERTISING AND PRINTING,928 MARKET STREET,PHILADELPHIA,PA,19107,
4/2/92,2584800,REGIONAL TRAVEL TRAINING CENTER,REGIONAL TRAVEL TRAINING CENTER,8700 STEMMONS FREEWAY SUITE 135,DALLAS,TX,75247,
4/2/93,2567400,PRO DRIVE,PRO DRIVE,13629 COUNTY HWY K,FRANKSVILLE,WI,53126,
4/2/94,2247300,PROFESSIONAL ACADEMY OF SCIENCE & BEAUTY,PROFESSIONAL ACADEMY OF SCIENCE & BEAUTY,404 SOUTH 1ST STREET,CLINTON,IA,52732,
4/2/02,214710,EMMANUEL COLLEGE,EMMANUEL COLLEGE - FALL RIVER,QUAKER FABRICS CORPORATION 941 GRINNELL STREET,FALL RIVER,MA,02723-5200,
4/2/02,3383300,CALIFORNIA RECORDING INSTITUTE,CALIFORNIA RECORDING INSTITUTE,1137 HOWARD STREET,SAN FRANCISCO,CA,94103-3921,
4/2/03,729701,REDSTONE COLLEGE,WESTWOOD COLLEGE OF TECHNOLOGY - O'HARE,4825 NORTH SCOTT STREET SUITE 100,SCHILLER PARK,IL,60176-1202,
4/3/95,2114400,KENNETH'S COLLEGE OF HAIRSTYLING,KENNETH'S COLLEGE OF HAIRSTYLING,3365 SONOMA BOULEVARD SUITE 10,VALLEJO,CA,94590,
